"120700","VENTANAS"
"120750","VENTANAS"
"120752","ZAPOTAL"
"120800","VINCES"
"120850","VINCES"
"120851","ANTONIO SOTOMAYOR"
"120900","PALENQUE"
"120950","PALENQUE"
"121000","BUENA FE"
"121001","SAN JACINTO DE BUENA FE"
"121002","7 DE AGOSTO"
"121003","11 DE OCTUBRE"
"121050","SAN JACINTO DE BUENA FE"
"121051","PATRICIA PILAR"
"121100","VALENCIA"
"121150","VALENCIA"
"121200","MOCACHE"
"121250","MOCACHE"
"121300","QUINSALOMA"
"121350","QUINSALOMA"
"130000","MANABI"
"130100","PORTOVIEJO"
"130101","PORTOVIEJO"
"130102","12 DE MARZO"
"130103","COLON"
"130104","PICOAZA"
"130105","SAN PABLO"
"130106","ANDRES DE VERA"
"130107","18 DE OCTUBRE"
"130108","FRANCISCO PACHECO"
"130109","SIMOM BOLIVAR"
"130150","PORTOVIEJO"
"130151","ABDON CALDERON (SAN FRANC"
"130152","ALHAJUELA (BAJO GRANDE)"
"130153","CRUCITA"
"130154","PUEBLO NUEVO"
"130155","RIOCHICO (RIO CHICO)"
"130156","SAN PLACIDO"
"130157","CHIRIJOS"
"130200","BOLIVAR"
"130250","CALCETA"
"130251","MEMBRILLO"
"130252","QUIROGA"
"130300","CHONE"
"130301","CHONE"
"130302","SANTA RITA"
"130350","CHONE"
"130351","BOYACA"
"130352","CANUTO"
"130353","CONVENTO"
