"0101500142010350703","14201","u","7","10150","202303","1","1"
"0101500146020290101","14602","u","1","10150","202301","1","1"
"0101500146020290201","14602","u","2","10150","202301","1","2"
"0101500146020290301","14602","u","3","10150","202301","1","2"
"0101500146020290401","14602","u","4","10150","202301","1","1"
"0101500146020290501","14602","u","5","10150","202301","1","2"
"0101500146020290601","14602","u","6","10150","202301","1","2"
"0101500146020290701","14602","u","7","10150","202301","1","1"
"0101500147020370101","14702","u","1","10150","202301","1","1"
"0101500147020370201","14702","u","2","10150","202301","1","2"
"0101500147020370301","14702","u","3","10150","202301","1","2"
"0101500147020370501","14702","u","5","10150","202301","1","2"
"0101500147020370701","14702","u","7","10150","202301","1","2"
"0101500147020371001","14702","u","10","10150","202301","1","2"
"0101500154010340103","15401","u","1","10150","202303","1","2"
"0101500154010340203","15401","u","2","10150","202303","1","2"
"0101500154010340303","15401","u","3","10150","202303","1","1"
"0101500154010340403","15401","u","4","10150","202303","1","2"
"0101500154010340503","15401","u","5","10150","202303","1","2"
"0101500154010340603","15401","u","6","10150","202303","1","3"
"0101500154010340703","15401","u","7","10150","202303","1","3"
"0101500155010250201","15501","u","2","10150","202301","1","2"
"0101500155010250301","15501","u","3","10150","202301","1","1"
"0101500155010250401","15501","u","4","10150","202301","1","2"
"0101500155010250501","15501","u","5","10150","202301","1","1"
"0101500155010250701","15501","u","7","10150","202301","1","2"
"0101500155010250801","15501","u","8","10150","202301","1","3"
"0101500155010250901","15501","u","9","10150","202301","1","3"
"0101500157020320102","15702","u","1","10150","202302","1","1"
"0101500157020320202","15702","u","2","10150","202302","1","2"
"0101500157020320302","15702","u","3","10150","202302","1","2"
"0101500157020320402","15702","u","4","10150","202302","1","1"
"0101500157020320502","15702","u","5","10150","202302","1","2"
"0101500157020320602","15702","u","6","10150","202302","1","2"
"0101500157020320702","15702","u","7","10150","202302","1","2"
"0101500161020270103","16102","u","1","10150","202303","1","2"
"0101500161020270203","16102","u","2","10150","202303","1","1"
"0101500161020270303","16102","u","3","10150","202303","1","1"
"0101500161020270403","16102","u","4","10150","202303","1","1"
"0101500161020270503","16102","u","5","10150","202303","1","1"
"0101500161020270603","16102","u","6","10150","202303","1","1"
"0101500161020270703","16102","u","7","10150","202303","1","2"
"0101500162040320202","16204","u","2","10150","202302","1","1"
"0101500162040320302","16204","u","3","10150","202302","1","1"
"0101500162040320502","16204","u","5","10150","202302","1","1"
"0101500162040320602","16204","u","6","10150","202302","1","2"
"0101500162040320702","16204","u","7","10150","202302","1","3"
"0101500162040320902","16204","u","9","10150","202302","1","2"
"0101500163020420103","16302","u","1","10150","202303","1","2"
"0101500163020420203","16302","u","2","10150","202303","1","2"
"0101500163020420303","16302","u","3","10150","202303","1","2"
"0101500163020420403","16302","u","4","10150","202303","1","1"
"0101500163020420503","16302","u","5","10150","202303","1","1"
"0101500163020420603","16302","u","6","10150","202303","1","1"
"0101500163020420703","16302","u","7","10150","202303","1","1"
"0101500164020320102","16402","u","1","10150","202302","1","2"
"0101500164020320202","16402","u","2","10150","202302","1","2"
"0101500164020320302","16402","u","3","10150","202302","1","1"
"0101500164020320402","16402","u","4","10150","202302","1","1"
"0101500164020320502","16402","u","5","10150","202302","1","1"
"0101500164020320602","16402","u","6","10150","202302","1","1"
"0101500164020320702","16402","u","7","10150","202302","1","1"
"0101500167020310102","16702","u","1","10150","202302","1","1"
"0101500167020310202","16702","u","2","10150","202302","1","2"
"0101500167020310302","16702","u","3","10150","202302","1","1"
"0101500167020310402","16702","u","4","10150","202302","1","2"
"0101500167020310502","16702","u","5","10150","202302","1","2"
"0101500167020310602","16702","u","6","10150","202302","1","2"
"0101500167020310702","16702","u","7","10150","202302","1","2"
"0101500168030420103","16803","u","1","10150","202303","1","1"
"0101500168030420203","16803","u","2","10150","202303","1","2"
"0101500168030420403","16803","u","4","10150","202303","1","2"
"0101500168030420503","16803","u","5","10150","202303","1","2"
"0101500168030420603","16803","u","6","10150","202303","1","2"
"0101500168030420703","16803","u","7","10150","202303","1","2"
"0101500168030420903","16803","u","9","10150","202303","1","1"
"0101500170010280101","17001","u","1","10150","202301","1","1"
"0101500170010280201","17001","u","2","10150","202301","1","1"
"0101500170010280301","17001","u","3","10150","202301","1","2"
"0101500170010280401","17001","u","4","10150","202301","1","1"
"0101500170010280501","17001","u","5","10150","202301","1","1"
"0101500170010280601","17001","u","6","10150","202301","1","1"
"0101500170010280701","17001","u","7","10150","202301","1","2"
"0101500171020420103","17102","u","1","10150","202303","3","4"
"0101500171020420203","17102","u","2","10150","202303","3","1"
"0101500171020420303","17102","u","3","10150","202303","3","5"
"0101500171020420403","17102","u","4","10150","202303","3","1"
"0101500171020420503","17102","u","5","10150","202303","3","1"
"0101500171020420603","17102","u","6","10150","202303","3","1"
"0101500171020420703","17102","u","7","10150","202303","3","1"
"0101500173020370101","17302","u","1","10150","202301","1","2"
"0101500173020370201","17302","u","2","10150","202301","1","1"
"0101500173020370301","17302","u","3","10150","202301","2","2"
"0101500173020370401","17302","u","4","10150","202301","1","2"
"0101500173020370501","17302","u","5","10150","202301","1","1"
"0101500173020370601","17302","u","6","10150","202301","4","2"
"0101500173020370701","17302","u","7","10150","202301","1","2"
"0101500174030410202","17403","u","2","10150","202302","1","1"
"0101500174030410702","17403","u","7","10150","202302","1","2"
"0101500174030410802","17403","u","8","10150","202302","1","1"
"0101500174030410902","17403","u","9","10150","202302","3","2"
"0101500174030411002","17403","u","10","10150","202302","1","1"
"0101500176020310102","17602","u","1","10150","202302","1","2"
"0101500176020310202","17602","u","2","10150","202302","3","1"
"0101500176020310302","17602","u","3","10150","202302","3","2"
"0101500176020310402","17602","u","4","10150","202302","3","2"
"0101500176020310502","17602","u","5","10150","202302","3","1"
"0101500176020310602","17602","u","6","10150","202302","3","2"
"0101500176020310702","17602","u","7","10150","202302","3","1"
"0101500177010260102","17701","u","1","10150","202302","1","1"
"0101500177010260202","17701","u","2","10150","202302","1","1"
"0101500177010260302","17701","u","3","10150","202302","1","4"
